NO_UF,SG_UF,CO_UF,nome_municipio,id_municipio,nome_mesorregiao,id_mesorregiao,nome_escola,id_escola,dependencia,localizacao,funcionamento,sede,alocacao,ocupacao,endereco,telefone
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA ESTADUAL PROFESSORA ROSALVA PEREIRA VIANA,27224791,2,1,1,,1,1,"LOT POR DO SOL QUADRA D SANTA LUCIA, SN, 13ª GERE, SANTA LUCIA, 57010000",33341232
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA TECNICA DE SAUDE PROFESSORA VALERIA HORA,27224929,2,1,1,,1,1,"RUA DOUTOR PEDRO MONTEIRO, 347, , CENTRO, 57020380",
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL PROFESSORA ELMA MARQUES CURTI,27225011,3,1,1,,1,2,"AV BENEDITO BENTES, , PROX A FEIRINHA, BENEDITO BENTES II, 57084649",33154718
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,CMEI PROFESSORA MARIA NILDA DOS SANTOS SILVA,27225283,3,1,1,,1,2,"RUA SAO FRANCISCO DE ASSIS, , , CHA DA JAQUEIRA, 57018445",33125769
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,CMEI PROFESSORA RUTH BRAGA QUINTELA CAVALCANTE,27225291,3,1,1,,1,3,"RUA PASTOR EURICO CALHEIROS, 502, , JACINTINHO, 57041620",33125772
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,CMEI PROFESSOR PAULO FREIRE,27225348,3,1,1,,1,1,"AV JOSE AIRTON GONDIM LAMENHA, , , SAO JORGE, 57044098",33125785
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL PROFESSOR PETRONIO VIANA,27225542,3,1,1,,1,1,"CONJUNTO CARMINHA, , , BENEDITO BENTES, 57010000",33125851
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA ESTADUAL PROFª MARIA DAS GRACAS DE SA TEIXEIRA,27225569,2,1,1,,1,1,"AV GOV LAMENHA FILHO, SN, , FEITOSA, 57043000",33151193
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA ESTADUAL MARIA SALETE GUSMAO DE ARAUJO,27225674,2,1,1,,1,1,"RUA EM PROJETO CJ OSMAM LOUREIRO, SN, 13ªGERE, CLIMA BOM I, 57010000",
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA ESTADUAL PROFESSORA ANAIAS DE LIMA ANDRADE,27225682,2,1,1,,1,1,"RUA NOVO HORIZONTE, SN, , VERGEL DO LAGO, 57015225",33157537
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL PROFESSOR AURELIO BUARQUE DE HOLANDA FERREIRA,27225879,3,1,1,,1,1,"CONJ FREITAS NETO, SN, QUADRA F2, BENEDITO BENTES, 57086412",33125846
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA ESTADUAL GERALDO MELO DOS SANTOS,27225968,2,1,1,,1,1,"RUA 61, S/N, , CIDADE UNIVERSITARIA, 57073207",33158022
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,NUCLEO DE DESENVOLVIMENTO INFANTIL NDI,27226182,3,1,2,,,,"CIDADE UNIVERSITARIA, , , TABULEIRO, 57072900",32141191
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA ESTADUAL PROFª BENEDITA DE CASTRO LIMA,27226271,2,1,1,,1,1,"R SANTA RITA -CLIMA BOM II, SN, 13ª GERE, CLIMA BOM, 57071120",33151155
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA DE ENSINO FUNDAMENTAL LUIZ PEDRO DA SILVA II,27226298,3,1,1,,1,2,"RUA NADJA ABYS FRANCA, 32, PREDIO ALUGADO, CLIMA BOM, 57010000",33125821
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA DE ENSINO FUNDAMENTAL LUIZ PEDRO DA SILVA IV,27226301,3,1,1,,1,2,"COMPLEXO RESIDENCIAL GAMA LINS, , QUADRA A RUA 01, CIDADE UNIVERSITARIA, 57082000",33125822
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL PROFESSORA GERUZA COSTA LIMA,27226360,3,1,1,,1,2,"RUA SANTA MARGARIDA, 222, , JACINTINHO, 57010000",33156635
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL FREI DAMIAO,27226379,3,1,1,,1,1,"AV MUNDAU, 120, , BENEDITO BENTES, 57085778",33125809
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL DOUTOR DENISSON LUIZ CERQUEIRA MENEZES,27226409,3,1,1,,1,1,"CONJ DENISSON MENEZES, , QUADRA 09, TABULEIRO, 57073639",33125782
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL PROFESSORA MARIA JOSE CARRASCOSA,27226417,3,1,1,,1,1,"RUA DIEGUES JUNIOR, 224, , POCO, 57025650",33125858
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,CMEI MESTRE MARIO IZALDINO,27226425,3,1,1,,1,1,"AV SENADOR ARNON DE MELLO, 25, , PONTAL DA BARRA, 57010000",33156636
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,CMEI PROFESSORA KYRA MARIA BARROS PAES,27226506,3,1,1,,1,1,"RUA MUNIZ FALCAO, , , CLIMA BOM, 57071130",
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL PAULO HENRIQUE COSTA BANDEIRA,27226603,3,1,1,,1,1,"RUA NORMA PIMENTEL DA COSTA, 11, , BENEDITO BENTES, 57084650",33125840
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL PROFESSORA NATALINA COSTA CAVALCANTE,27226611,3,1,1,,1,1,"RUA ROTARY, , , TABULEIRO DO MARTINS, 57081132",33155754
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,CMEI SAO SEBASTIAO,27226743,3,1,1,,1,3,"RUA EDGAR DE GOES MONTEIRO, 817, CASA, PRADO, 57010140",33125378
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA ESTADUAL PROFª GILVANA ATAIDE CAVALCANTE CABRAL,27226930,2,1,1,,1,1,"RUA ELINELMA OLIVEIRA SANTOS, SN, , SANTA LUCIA, 57082055",996614068
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA ESTADUAL MARCELO RESENDE,27226948,2,1,1,,1,1,"RUA LAERTE LEAO, 25, , SITIO SAO JORGE, 57044080",33592476
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL MARIA DE FATIMA LYRA,27226980,3,1,1,,1,2,"BENEDITO BENTES I RUA A VINTE E CINCO, 310, QUADRA A 25, BENEDITO BENTES, 57084025",33125826
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL MARIA DE LOURDES DE MELO PIMENTEL,27226999,3,1,1,,1,2,"RUA PADRE CICERO, 5, VILLAGE CAMPESTRE II, CIDADE UNIVERSITARIA, 57010000",33125827
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL OCTAVIO BRANDAO,27227073,3,1,1,,1,2,"RUA JOSE LOBO DE MEDEIROS, , , TABULEIRO, 57061100",33125836
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,CMEI CASA DA AMIZADE,27227081,3,1,1,,1,3,"AV VEREADOR DARIO MARSIGLIA, 300, , TABULEIRO, 57010000",33125736
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL PADRE BRANDAO LIMA,27227090,3,1,1,,1,2,"AVENIDA CACHOEIRA DO MEIRIM, SN, , BENEDITO BENTES, 57084700",33125838
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA ESTADUAL PROFª MARIA LUCIA LINS DE FREITAS,27230040,2,1,1,,1,2,"RUA 26 GRACILLIANO RAMOS, SN, 14ªCE, CIDADE UNIVERSITARIA, 57010000",33151138
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL PIO X,27230066,3,1,1,,1,2,"RUA PROFESSORA MARIA JOSE LOUREIRO LIMA, 200, , PRADO, 57010324",33125844
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL PROFESSORA SILVIA CELINA NUNES LIMA,27230074,3,1,1,,1,2,"RUA BENEDITO CALACA LOUREIRO, 2001, VILLAGE CAMPESTRE II, CIDADE UNIVERSITARIA, 57073510",33125862
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL MARCOS SORIANO,27230082,3,1,1,,1,1,"CONJ JARDIM PETROPOLIS II B, , QD H3 LOTE 08, PETROPOLIS, 57062572",991131050
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL BENEDITA DA SILVA SANTOS,27230090,3,1,1,,1,1,"AV ARTHUR VALENTE JUCA, 557, , BENEDITO BENTES, 57084610",33125792
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL CESAR AUGUSTO DE OLIVEIRA,27230104,3,1,1,,1,3,"R BOA ESPERANCA, S/N, , SANTOS DUMONT, 57075570",33125793
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL JAIME AMORIM MIRANDA,27230112,3,1,1,,1,2,"AV BELMIRO AMORIM, 760, SANTA LUCIA, TABULEIRO, 57082000",33125814
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL OLAVO BILAC,27230120,3,1,1,,1,2,"RUA GOVERNADOR LAMENHA FILHO, SN, , FEITOSA, 57043000",33151863
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL YEDA OLIVEIRA DOS SANTOS,27230139,3,1,1,,1,1,"RUA DIVALDO SURUAGY, 98, , VILLAGE CAMPESTRE II, 57073595",33125873
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,CMEI HELOISA MARINHO DE GUSMAO MEDEIROS,27230147,3,1,1,,1,1,"AVENIDA MOACIR ANDRADE, , CONJ FREITAS NETO, BENEDITO BENTES II, 57086171",33125741
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL PROFESSORA MARILUCIA MACEDO DOS SANTOS,27230155,3,1,1,,1,3,"RUA ANTONIO ZEFERINO DOS SANTOS, 20, , JACINTINHO, 57042030",33125852
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,CMEI PROFESSORA MARIA DE FATIMA MELO DOS SANTOS,27230163,3,1,1,,1,2,"AVENIDA MACEIO, 342, , TABULEIRO, 57061110",33125766
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL MONSENHOR ANTONIO ASSUNCAO ARAUJO,27230171,3,1,1,,1,2,"RUA ARACI MARTINS DA SILVA, 4, , SERRARIA, 57046161",33125833
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL PROFESSORA MARIZETTE CORREIA NUNES BRUNO,27230201,3,1,1,,1,2,"AVENIDA MENINO MARCELO LOTEAMENTO CASA FORTE, 8, QUADRA A LOTE 08, SERRARIA, 57010000",33125853
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL PROFESSORA ZILKA DE OLIVEIRA GRACA,27230236,3,1,1,,1,2,"RUA JOSE GONZAGA DE ALMEIDA, 276, , TABULEIRO DO MARTINS, 57061060",33125875
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,CMEI PROFESSORA MARIA DO SOCORRO TAVARES LIMA DA SILVA,27230244,3,1,1,,1,1,"RUA CARLOS DE MIRANDA, 257, , POCO, 57010000",33125767
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL CICERO DUE DA SILVA,27230376,3,1,1,,1,2,"AV MENINO MARCELO, 1391, RESD TAB DO MARTINS, CIDADE UNIVERTARIA, 57073460",33125795
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,CMEI JORGE DE LIMA,27230384,3,1,1,,1,2,"AV BELMIRO AMORIM, 1750, , SANTA LUCIA, 57082000",33125745
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL PROFESSORA MARIA JOSE CLEMENTE ROCHA,27230392,3,1,1,,1,2,"RUA A 5, 47, CJ BENEDITO BENTES I, BENEDITO BENTES, 57025673",
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL PROFESSORA CLAUDINETE BATISTA DA SILVA,27230406,3,1,1,,1,1,"R ARY PITOMBO, 290, , TRAPICHE, 57010376",33125854
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,CMEI TOBIAS GRANJA,27230422,3,1,1,,1,1,"AV JORN TEOFILO A LINS, , , CLIMA BOM, 57071820",33153640
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,CMEI HERBERT DE SOUZA,27230457,3,1,1,,1,1,"AV GAL LUIZ DE FRANCA ALBUQUERQUE, SN, ROD AL 101 NORTE, JACARECICA, 57010000",33125742
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,CMEI VEREADOR BRAGA NETO,27230511,3,1,1,,1,1,"AV RUA ELIETE ROLEMBERG DE FIGUEIREDO, 163, , TABULEIRO DOS MARTINS, 57061070",33125779
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL PEDRO BARBOSA JUNIOR,27230570,3,1,1,,1,3,"RUA ARNALDO BRAGA, , , CRUZ DAS ALMAS, 57038130",33125841
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,CMEI PROFESSORA ELZA LIRA,27230678,3,1,1,,1,1,"CONJ SELMA BANDEIRA, , QD Z 1, BENEDITO BENTES, 57086281",33125771
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA ESTADUAL MARIA IVONE SANTOS DE OLIVEIRA,27235807,2,1,1,,1,1,"RUA JOSE AUGUSTO LESSA, SN, , CIDADE UNIVERSITARIA, 57072800",988672840
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,CAS CENTRO DE ATENDIMENTO AS PESSOAS COM SURDEZ JOELINA ALVES CERQUEIRA,27237400,2,1,1,,1,1,"RUA ERNESTO GOMES MARANHAO, S/Nº, , JATIUCA, 57010000",33154007
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL MARIA CECILIA PONTES CARNAUBA,27238601,3,1,1,,1,1,"AV GILBERTO SOARES PINTO, 763, , ANTARES I, 57048260",33125825
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL AUDIVAL AMELIO DA SILVA,27240606,3,1,1,,1,1,"RUA ANA PAULA, SN, CONJ LUIZ PEDRO IV, SAO JORGE, 57044132",33125791
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA MUNICIPAL RADIALISTA EDECIO LOPES,27240800,3,1,1,,1,1,"ALAMEDA CELIA DOS ANJOS, Nº 06, QD 05 LOTE 06, PETROPOLIS, 57062200",
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,CMEI PROFESSOR RANILSON FRANCA DE SOUZA,27241009,3,1,1,,1,2,"RUA PROF MARIO BROAD, 36, , LEVADA, 57014530",33125786
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,CMEI PRESIDENTE FRANCISCO DE PAULA RODRIGUES ALVES,27245004,3,1,1,,1,1,"AV CACHOEIRA DO MEIRIM, , , BENEDITO BENTES, 57084700",33125760
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,ESCOLA ESTADUAL PROFESSOR LIBERALINO BONFIM DE OLIVEIRA,27253007,2,1,1,,1,1,"RUA VEREADOR HERMINIO CARDOSO, SN, , RIO NOVO, 57071540",33155574
Alagoas,AL,27,Maceió,2704302,Leste Alagoano,3,UFAL - ESCOLA TECNICA DE ARTES,27320014,1,1,1,,1,1,"PRACA VISCONDE DE SINIMBU, , , CENTRO, 57020720",32141696
Alagoas,AL,27,Major Isidoro,2704401,Sertão Alagoano,1,ESCOLA ESTADUAL CONSTANCA DE GOES MONTEIRO,27010074,2,1,1,,1,1,"AVENIDA SARGENTO BENEVIDES MONTE, SN, PREDIO ESCOLAR, CENTRO, 57580000",96555686
Alagoas,AL,27,Major Isidoro,2704401,Sertão Alagoano,1,ESCOLA ESTADUAL DERALDO CAMPOS,27010090,2,2,1,,1,1,"RUA JOSE ROSENDO DA SILVA, S/N, CAPELINHA, ZONA RURAL, 57580000",999340041
Alagoas,AL,27,Major Isidoro,2704401,Sertão Alagoano,1,ESCOLA MUNICIPAL ANTONIO FERREIRA DE BRITO,27010120,3,2,1,,1,1,"SITIO BELA VISTA, , , ZONA RURAL, 57580000",999526585
Alagoas,AL,27,Major Isidoro,2704401,Sertão Alagoano,1,ESCOLA MUNICIPAL JOSE FERREIRA DE BRITO,27010147,3,2,1,,1,1,"SITIO BEZERRA, S/N, , ZONA RURAL, 57580000",998444868
Alagoas,AL,27,Major Isidoro,2704401,Sertão Alagoano,1,ESCOLA MUNICIPAL RITA FERREIRA DE SOUZA,27010236,3,2,1,,1,1,"SITIO LAGOA DOS CAGADOS, , , ZONA RURAL, 57580000",998123176
Alagoas,AL,27,Major Isidoro,2704401,Sertão Alagoano,1,ESCOLA MUNICIPAL PEDRO JOSE GREGORIO,27010317,3,2,1,,1,1,"SITIO CAJARANA, SN, ESCOLA, ZONA RURAL, 57580000",998289857
Alagoas,AL,27,Major Isidoro,2704401,Sertão Alagoano,1,ESCOLA MUNICIPAL OLIVAL RODRIGUES TENORIO,27010333,3,2,1,,1,1,"SITIO TRAVESSIA, , , ZONA RURAL, 57580000",998147137
Alagoas,AL,27,Major Isidoro,2704401,Sertão Alagoano,1,ESCOLA MUNICIPAL LUIZ GONZAGA ALAPENHA DO AMARAL,27010481,3,1,1,,1,2,"PRACA LEOPOLDO AMARAL, , PROXIMO A PREFEITURA, CENTRO, 57580000",999978833
Alagoas,AL,27,Major Isidoro,2704401,Sertão Alagoano,1,ESCOLA MUNICIPAL PAULO LEITE MORAES,27010490,3,1,1,,1,1,"RUA PAULO LEITE DE MORAES, , , BAIRRO DE FATIMA, 57580000",999398446
Alagoas,AL,27,Major Isidoro,2704401,Sertão Alagoano,1,ESCOLA ESTADUAL PROFª LENITA FONTES CINTRA,27010503,2,2,1,,1,1,"RUA DO COMERCIO, SN, POV SAO MARCOS, ZONA RURAL, 57580000",
Alagoas,AL,27,Major Isidoro,2704401,Sertão Alagoano,1,ESCOLA MUNICIPAL SILVIO AMARAL,27010520,3,2,1,,1,1,"POVOADO RIACHAO DOS ALEXANDRES, SN, POVOADO, ZONA RURAL, 57580000",996987464
Alagoas,AL,27,Major Isidoro,2704401,Sertão Alagoano,1,CENTRO MUNICIPAL DE EDUCACAO INFANTIL SUZANA PRUDENTE LOPES,27049701,3,2,1,,1,1,"POVOADO CAPELINHA, , , ZONA RURAL, 57580000",996110277
Alagoas,AL,27,Major Isidoro,2704401,Sertão Alagoano,1,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MARIA NAZARE SOUZA,27050122,3,1,1,,1,1,"RUA MANOEL SOUTO II, , , BAIRRO DE FATIMA, 57580000",998292775
Alagoas,AL,27,Major Isidoro,2704401,Sertão Alagoano,1,CENTRO EDUCACIONAL MUNICIPAL ARNALDO ALVES DA ROCHA,27219100,3,1,1,,1,1,"RODOVIA AL 120, S/N, , CENTRO, 57580000",996275496
Alagoas,AL,27,Major Isidoro,2704401,Sertão Alagoano,1,ESCOLA MUNICIPAL JOSE LOPES SOBRINHO,27219119,3,2,1,,1,3,"RUA JOSE ROSENDO DA SILVA, SN, ZONA RURAL, POVOADO CAPELINHA, 57580000",996805110
Alagoas,AL,27,Major Isidoro,2704401,Sertão Alagoano,1,CENTRO DE EDUCACAO INFANTIL SONIA SURUAGY DO AMARAL,27333019,3,1,1,,1,1,"AV DRº GETULIO ROCHA, 0, , CENTRO, 57580000",996270300
Alagoas,AL,27,Major Isidoro,2704401,Sertão Alagoano,1,ESCOLA MUNICIPAL MANOEL LEAO DE OLIVEIRA,27010384,3,2,1,,1,1,"POVOADO NOVA APARECIDA, , , ZONA RURAL, 57580000",999946920
Alagoas,AL,27,Major Isidoro,2704401,Sertão Alagoano,1,ESCOLA MUNICIPAL VEREADOR EDERLINDO RODRIGUES TENORIO,27010538,3,2,1,,1,1,"RUA SAO SEBASTIAO, , , ZONA RURAL, 57580000",998403946
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ANTONIO ACIOLY DE VASCONCELOS,27032507,3,2,2,,,,"SITIO RIACHAO, , , , 57955000",
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,EMEB AYRES PEREIRA DA COSTA,27032515,3,1,1,,1,1,"RODOVIA AL-101 NORTE, 0, , POVOADO DE PEROBA, 57955000",32961184
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,EMEB DR JOSE JORGE DE FARIAS SALES,27032540,3,1,1,,1,1,"PRACA MARIDITE ACIOLY DE OLIVEIRA, , , CENTRO, 57955000",32961184
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,ESCOLA ESTADUAL BATISTA ACIOLI,27032566,2,1,1,,1,1,"PRACA DR BATISTA ACIOLY, SN, , CENTRO, 57955000",32961702
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,ESCOLA MUN DE ENS FUND EROTILDES RODRIGUES SALDANHA,27032582,3,2,2,,,,"FAZENDA BOSQUE, 0, , , 57955000",32962577
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,EMEB ESPERIDIAO FRANCISCO NOGUEIRA,27032590,3,1,1,,1,1,"RUA FLORIANO QUEIROZ COUTINHO, 0, , BARRA GRANDE, 57955000",32961184
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOAO ACIOLY DE VASCONCELOS,27032604,3,2,2,,,,"FAZENDA PIABAS II, , , , 57955000",32961183
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOAO BATISTA ACIOLY SOBRINHO,27032612,3,2,2,,,,"SITIO BARROS, , , , 57955000",32962577
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MANOEL SOARES DE ALMEIDA,27032620,3,2,2,,,,"SITIO CAMACHO, SN, , CAMACHO, 57955000",32962577
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,EMEB MARIA CANDIDA CORREIA DE BRITO,27032639,3,2,1,,1,1,"ASSENTAMENTO COSTA DOURADA, 0, , , 57955000",32961184
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,EMEB ARLINDO ESTANISLAU DA SILVA,27032655,3,1,1,,1,1,"CONJUNTO RESIDENCIAL ADELIA LIRA, , , ADELIA LIRA, 57955000",991020582
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOAO CONSTANTINO GOMES FERREIRA,27032671,3,2,2,,,,"ASSENTAMENTO LEMOS, 0, , , 57955000",32961347
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MUNDO NOVO,27032698,3,2,2,,,,"ASSENTAMENTO MUNDO NOVO, , , , 57955000",32961184
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,EMEB RAUL DE MELO MORATO,27032701,3,2,1,,1,1,"ASSENTAMENTO ITABAIANA, 0, , , 57955000",32962577
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ADELIA CAVALCANTE LIRA,27032728,3,2,2,,,,"FAZENDA BURACAO, , , , 57955000",32961184
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,EMEB DR EDVALDO DE MELO SENA,27032744,3,1,1,,1,1,"RUA MARIA UCHOA DE MELO, , , SAO BENTO, 57955000",32961184
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DR LUIZ CORREIA DE BRITO,27032760,3,2,2,,,,"ASSENTAMENTO CARAMURU, , , ZONA RURAL, 57955000",32961184
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,EMEB VEREADOR JOSE VICENTE MADUREIRA,27032779,3,2,1,,1,1,"ASSENTAMENTO BOM JESUS, 0, , , 57955000",32962585
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PEDRO FRANCISCO CEDRIM,27032795,3,2,2,,,,"FAZENDA CAPIANA, , , , 57955000",32962585
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,ESCOLA MUNICIPAL MARIA MAGALHAES DE VASCONCELOS,27032825,3,2,2,,,,"SITIO PIABAS I, , , , 57955000",32962577
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,EMEB ANTONIO VERCOSA COELHO,27032833,3,1,1,,1,1,"RUA DO LEMOS, , , POVOADO DE BARRA GRANDE, 57955000",32961184
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,EMEB EURICO ACIOLY WANDERLEY,27032841,3,1,1,,1,1,"RODOVIA AL-101 NORTE, , ESCOLA, PONTA DE MANGUE, 57955000",982322339
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,EMEB JOAO PAULO DA SILVA,27032850,3,2,1,,1,1,"FAZENDA CACHOEIRA I, 0, , , 57955000",32962577
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL EVERALDO SOLANO DE VASCONCELOS,27032868,3,2,2,,,,"FAZENDA BENFICA, , , , 57955000",32961184
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,EMEB HOMERO DA ROCHA DE HOLANDA CAVALCANTE,27032876,3,2,1,,1,1,"FAZENDA BARRA DE PIABAS, 0, , , 57955000",32961184
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,EMEB MANOEL DE MEDEIROS COSTA,27032892,3,1,1,,1,1,"RUA MANOEL DE MEDEIROS, , , SAO BENTO, 57955000",32961184
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,EMEB MARIA AMALIA BRITO BEZERRA DE MELO FILHA,27032930,3,2,1,,1,1,"ASSENTAMENTO MASSANGANO, , , ZONA RURAL, 57955000",32961184
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,EMEB OTHON BERARDO,27032973,3,2,1,,1,1,"ASSENTAMENTO SAMBA, , , ZONA RURAL, 57955000",32961184
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,IFAL - CAMPUS MARAGOGI,27047750,1,1,1,,1,1,"RODOVIA AL 101 NORTE, S/N, KM 139, PEROBA, 57955000",21266352
Alagoas,AL,27,Maragogi,2704500,Leste Alagoano,3,CRECHECMEI PROFESSOR MARIO LACERDA,27052311,3,1,1,,1,1,"CONJUNTO ADELIA LIRA, , , ALTO DA BOA VISTA, 57955000",32962270
